"father","son"
67.1709180073185,69.0975075115296
69.7740615162701,67.818747673914
67.9884418701162,68.2030448103853
67.2574880513604,68.2674305227155
68.1988893335258,68.6025358815981
62.0116710329218,68.1345978869539
67.1139584889147,69.8145728286455
64.4442351777492,65.4859867693209
69.2280596787535,67.9590869027523
67.5839763447631,68.8664404490868
64.5234615067971,69.1920218735634
67.5226505335836,69.7435049229997
67.4677101313488,71.1026597403991
66.0009241299541,69.2247927823818
68.1985868794907,68.2043828639456
69.6275209562707,67.1126408861177
70.4132742030588,64.7176968856152
66.5157796305583,65.3985038493462
66.5862131567338,70.2143417388615
65.5488787404695,62.0980161678622
69.1680956843685,69.8235444478411
67.1463606226216,62.5522696005276
69.4260482585737,69.7811399550649
67.5240211449654,69.7284582134602
69.5136834652051,69.2405899241946
68.9359522422858,70.1807027621858
69.6783111578127,67.7599159012066
68.3605687294492,67.2835788143457
68.9746976202442,67.3337555818123
66.2837312403167,67.7944206653047
68.6891566102438,69.2907169778877
67.3631629197045,66.4856054466624
65.984867314393,69.3661792801687
63.1910885045123,65.0951967976766
67.2097050715306,68.689671808721
66.1151790359131,65.2789097290532
74.6915870377127,73.7328069432088
70.2788242096007,72.4152354299483
69.5685074983138,70.4550498816071
65.2709057159231,70.7752902427658
65.8149448240451,68.9346137351835
65.1860026554771,65.9066703764807
69.0210788868781,71.0391689004173
64.1941715275228,70.8883344194958
72.2235217367037,70.1986463999649
69.466989986564,69.4749469754724
72.7873890097245,72.3270431961867
71.5261911909856,67.5849540511773
67.3058046340759,71.361635158113
66.7525959861885,76.1785066519909
67.596213831941,67.8041025400034
71.853722749543,68.2619439788383
65.5825522955037,65.1491381236622
70.2262084064212,69.7055930376635
63.1469059744705,68.9235233162971
71.2989509331062,70.4375837152809
64.4701902991602,62.5912175675655
68.0568533615428,68.6187255449701
67.8485230088989,69.9921464432106
72.7873332221244,72.0023922593739
73.4114115018689,72.3834632522599
70.8457215726748,67.8812859389513
65.4989953040931,68.5551400291537
68.4868655482491,69.9509065766694
70.050001270896,72.842663797463
66.5596474630113,70.4258539708991
65.5035959960634,68.620768590212
69.160905362833,71.3395051017582
72.4175442461518,67.4422346172551
67.6405329810315,69.006698027612
72.3449622138197,70.027051499004
65.0820997008046,62.100667451281
69.8486267571794,69.0666464008274
69.4869258029713,71.3055910080229
66.3471133965706,67.2359903027051
67.9683878475895,68.2934801696373
65.1889379964894,67.7761221904831
69.0164267302852,64.2874762735185
71.1926101549927,64.792712146872
66.1118698436618,68.6885818435657
73.1151322834046,70.5673987645968
68.805476697707,72.3006207383726
65.1479272378645,66.7364334316649
67.9601447099492,69.5222546282128
67.0680726543343,65.2992171331819
68.8098426814723,70.4961085473145
69.9534187840018,68.3107242982694
67.2193931918943,65.3578133083816
66.9215472890818,70.8334628214619
68.2673054989024,63.6466615081577
71.6208025688741,71.8768058473987
67.3390671767444,68.3283516153315
72.9083099436038,67.9893723868057
72.9272519555864,72.5969577847864
66.164030086736,72.4705344822079
66.5047117255097,64.5079614860981
67.9681399246499,67.86024396005
71.335126360342,70.1228504866368
72.2675182592661,69.3485807629948
68.3053192929341,69.9342835648751
73.7156606119575,69.9871240749561
66.8008248280583,69.3013217600332
66.1341896123864,66.7829166009757
63.7495275694903,69.1048295657749
67.3334723835729,68.1805613711006
69.2962149358241,67.5635447158324
69.1021531876747,68.5737932343534
70.961823916288,67.9170510306767
69.9617691113034,69.5351002471261
72.3285070211322,71.6575119339448
68.8072182602686,75.3122561075683
70.4231298189954,71.773587479359
74.1467305433948,70.97542328619
70.7158838589761,68.8191705399451
72.4426790186025,67.9809596899018
71.3457739038704,69.1531724419205
69.1114218559961,67.1317904094981
69.9940358310114,66.2705148754162
69.2136670467427,69.8233955954478
67.5270675613203,70.5374303224001
65.9054300755388,65.3082123282149
67.5149529699702,70.3355147534095
72.3865171413581,70.3629033667302
75.1379552621598,72.9771335871463
69.1643433292717,67.9503975670717
73.7623115559898,70.1480320439094
70.2082439941803,68.8488145362246
70.1998788119956,69.0463196079517
67.0076987380068,69.5266768713109
69.0494547297293,67.4960732571196
70.5052920512774,71.4148479799607
71.4013434135448,69.0972733776664
73.4179732535767,76.1499203425244
67.5000002315367,69.5631597265229
60.7264793667817,65.3532782816429
68.4428898920616,68.7423200733136
66.4125552740181,68.8160790624465
62.3260581203305,71.3637876319074
73.3841715391186,66.806020820038
68.5129589866223,70.3706108071575
68.8094519476104,69.728435861794
76.0736096239103,71.5576468373405
70.2095048495303,69.9403060035397
76.8846251403918,71.5065088933775
63.9960907992323,62.371534573174
69.4842494007959,70.2025807493471
69.8918942763228,68.9547771095963
64.5457343214914,66.3763125345445
61.2379619151046,60.7829058609687
68.975082426022,72.3493356892258
68.6790523965346,71.0081374590686
68.9477956842567,67.3526623871931
70.1275417282605,67.0691195499665
72.013993728148,71.8760880362379
69.7127034231124,67.5161450211257
66.1111410816747,64.8320493882499
74.8398875540611,68.8547054089565
67.0249594736239,63.7344756320659
68.5534650760229,69.8525436026473
66.8802822190138,71.2129929751073
75.166513440959,72.2217758559723
71.5806384432151,70.4313941181165
72.4219933297904,69.7981000037949
73.139904541409,72.3219924216762
72.0839352278724,70.9670927431302
68.3429593874306,65.9273708139643
70.8904744235328,70.9098323641814
67.198700478192,72.9982448156682
69.777762113773,65.5933770430816
71.9298968200021,70.4902141827265
68.317503053628,62.0868778221968
68.4235974264148,71.2189011979148
72.3445754702041,69.5924274585103
68.1626202042573,70.9819989437305
67.7720213594333,67.8357876277345
72.5027170877813,68.2699835902112
68.3899993269747,66.734314594846
75.2191512211651,76.2660218923106
71.9257764108959,71.0980389889828
63.2769609688862,68.4870523408726
70.7574650689441,67.9333955158561
69.2267334048621,68.2181395975385
66.3856243815544,66.1533494845639
66.5415616427517,66.7407557352086
64.6806720031643,67.1194013740773
69.6533208198004,71.6297149780019
72.0421233506858,70.8089986927506
72.8210202756758,71.4237741040848
67.8406466693101,69.3600632393211
69.6439902887201,69.102541739553
66.1842563771865,68.3411808374611
66.5307190328486,66.4326973666438
68.0332043111475,62.7697693785489
64.6151345753004,65.5097042579495
70.7048680823535,69.3922509815257
68.4206272361188,74.2680707954763
67.6598096571991,65.5995107549061
69.8737387281371,64.2207346377115
69.6256409921823,70.5626822562397
68.0882551915089,69.0722107667145
67.0022648455148,68.6539509612204
64.6232406202629,67.1897541564845
69.3492839236711,69.5335087492135
71.9797894755266,69.0515141194371
65.4163654585287,66.4680040028078
71.1423271845063,72.632544573296
69.0535852323816,71.6086078683805
70.4335095040675,70.5982819615729
76.9937057673162,74.9538049547238
66.1755496888272,67.1360937244451
64.881416991165,66.0317522543789
69.5966378252062,72.8763384335213
66.7659253943004,70.8743255010652
64.3133753464412,66.8649428734595
70.6856951693725,73.0543341781394
62.5697251830555,67.7465858702223
71.2180291186919,69.1423135144934
69.9439646774081,67.3751616416947
70.882037480209,71.5751812145683
67.9303996924737,69.1373689545646
68.9152572251012,70.8747754756508
65.0099782224736,68.2129046390712
68.7743075672737,65.4662391536024
72.2744843598134,73.2808956532685
68.8535853032878,72.9201107058849
68.2232179079297,68.8472803637397
69.7538138087585,67.3085035986897
65.3274913557177,65.5486898508142
71.3171208491114,68.4188759781704
70.7487758895533,67.4220496591295
66.7665500216028,68.757234965979
68.9665877881037,71.5931661853095
71.7838248330043,70.4876278069227
69.6089978900799,66.7551790226236
66.3471128790901,66.3686563054553
66.6605627765448,62.8154021664156
68.4873513679087,69.5848775711868
65.9926863942498,68.3280281000139
72.3926955365865,68.0857541937899
68.9900352328769,69.3126540875058
67.6856528120919,69.0016600175447
66.8559407801087,70.8505254170567
74.2269506166568,69.0436118487404
70.9107287368516,68.5662075812618
66.2473614817812,68.7554481324144
64.5363878257239,63.1220559774225
67.5801019890377,67.9720352666866
71.3441572939529,75.7708831823666
70.8200937132376,73.6074268448489
65.9632333184745,64.8882281740692
63.7443401032938,64.5419091142113
68.3565767122576,67.1265439225802
69.5539946936608,67.2608275773171
64.6667878943507,64.3361428302213
61.6683137787835,70.1248449790616
74.0035855182014,72.042871460158
72.6397416559452,70.5120219506897
62.9312668480572,65.3283887401143
68.3590448195951,65.5706043536755
64.5789976646889,63.6956208954212
67.6512123345883,67.5181376428301
66.7871217305199,68.696717377485
69.8612817015027,68.8267181712374
73.1571968194684,68.5620347905245
64.6014985733072,63.6516067372653
71.5866480715386,66.91097175641
70.0286921598869,68.2892498625669
69.5854507500134,69.1719429165608
65.6883782150723,66.4472411066153
68.1443967673009,68.0206212369218
68.0531529070426,68.4858840151376
65.7828533012721,69.1485423303886
69.5481049731479,70.2651421994564
68.1094465183835,70.2597408455368
70.0270042454835,72.4932722464961
71.5387872097226,69.3206807889357
65.303586265561,66.7954437278356
68.7399672419749,68.8659434562271
66.8530778320667,70.8115431313243
68.3316244388817,72.4110734042314
66.4247475467657,69.401645980225
69.9299747228714,73.0063893068249
71.021998987393,74.8910949685211
66.4654298471897,67.7222079696835
69.5347148219594,71.8306982157973
65.1998753967943,72.5184134679332
65.9014329775856,67.3666404099042
63.2942680681113,66.7227950403511
67.5396084495898,65.2957477243377
69.9315550121325,71.8878942782272
69.6725415924767,68.5120056064181
73.6011135515423,73.5318912125204
68.3636359498202,68.7737842795355
66.8639308218887,69.0862159604892
66.0750699389019,67.2120445645471
67.5289940134934,65.6343575563647
71.2570019453115,71.1033342578688
69.9819969260178,69.8996741532205
64.9644867334307,67.5002239143769
73.3128238016726,72.9757715781848
67.9809231305474,66.1236477373242
69.7801252123185,72.4727145476648
65.3498117248201,63.9577499491264
66.1274360866064,66.7793926906187
70.4297171648593,73.3274488033206
69.4084252207884,71.9123389977913
62.486841043504,68.9946655533052
71.4503763623718,69.0457538015521
71.9638825565432,71.7066159539782
70.0865105117361,71.1379874263739
68.5778295418605,61.669766881473
71.0450413281288,68.2726754579042
72.0908337688425,68.8110686349559
69.1029556476862,67.8846019207167
70.9881796400005,69.9934499250813
68.5956513468851,76.8461216347971
68.7065587987604,69.3147307683499
67.5626935551916,66.2825739662239
65.7462698138344,65.9081912483235
72.5344091931987,69.3949914677737
67.6341942305353,66.8142680533169
74.2891411130662,69.5874410077387
67.2637624920972,71.5341994825405
67.7338643554161,70.8690409863527
68.5809044202263,69.7923744858943
67.7662162761969,70.2737433912104
69.0100513930015,69.5000892999887
68.3975047582679,66.6222789330179
