"x","y"
6.98673470877111,5.33095755743746
5.56530505884439,4.93907180993879
1.40139957657084,2.63903358537447
2.85723306238651,3.27468879151084
5.55369009962305,3.15855980069772
0.251311503816396,2.08810195365778
4.66230554971844,2.892386644947
8.61010685097426,7.90911097043302
2.52501178765669,2.78216491608333
5.80806337296963,5.04797469037832
0.0593325681984425,2.08623941301005
6.9186593987979,5.46551510932693
2.31125046964735,3.75732269879687
8.48532462259755,5.07985594277747
1.53835240751505,2.91583136660287
3.56809314806014,3.16334757881449
5.4520450416021,6.6758948385481
0.0119761377573013,2.07599336155789
3.17824489902705,3.39108938335403
0.172893537674099,2.18532632527509
3.41558025917038,3.00018724906564
3.43438799958676,4.64541626329736
2.32562693301588,2.64417590178856
0.613688277080655,2.00785338388798
4.12376251770183,4.02218206784591
1.85512177180499,3.24878371086243
4.10672063706443,4.04541497538541
1.40080855693668,2.46461477706291
0.0543451681733131,2.15433736046484
6.0173881566152,7.42944121179439
9.1101012728177,3.68286191018925
1.75362783949822,3.41179214826035
7.31187413213775,5.08760490684155
0.161572096403688,2.20268262449754
5.86115716258064,3.14421816002495
4.25818428397179,3.9365717272483
2.10490977624431,2.65382792601344
4.77200108347461,3.98601722178159
7.5482327491045,4.44663375307672
4.46829279884696,4.51869446084691
3.71201802045107,4.65485612268845
8.74778404599056,5.67650260277506
4.34597307350487,4.00171612506631
4.40136776538566,3.35560265730659
0.819568333681673,2.63179046563868
0.34619303420186,2.25845459346437
9.28651981754228,4.30782648083338
2.94566297205165,4.27535224802663
5.19224287476391,3.5685813558996
2.36396424937993,2.7037424120782
9.71809808630496,4.56633361394296
6.32511501200497,3.91091994641509
9.58269165828824,6.25636095713722
8.863539788872,7.19345622049287
5.23183763725683,3.98685344242392
7.15915634296834,5.34599010569151
7.40642732940614,5.36248067139028
0.458963238634169,2.42718606415807
9.57792913774028,10.3060365279526
2.01136683113873,2.57631834287246
2.98414198216051,4.5359490017854
8.95572668174282,9.55481276883825
5.66075772047043,5.05005725562042
4.55507984617725,4.98008341489503
3.99468305287883,2.78157338812929
0.83005030406639,2.52028505233731
6.30350710358471,4.58283297596242
4.65094989864156,4.19353359265654
5.72378459153697,5.3911813214482
6.62231693277135,6.44094751116293
8.77908266149461,6.32411231860839
3.78936987137422,5.65841136540549
7.23574312636629,6.31605628330742
8.57857943512499,6.00863547850646
1.86255502980202,3.09879803710071
6.32698122179136,5.05831555092469
7.18115824507549,4.30345265949583
5.4180660401471,5.16835185117717
2.04712598351762,3.4099691091391
8.99988988647237,7.05500160171582
1.23584329150617,2.72396133272412
9.51546946307644,6.9978545520547
7.81715126009658,6.9876407759569
9.62135964771733,4.8301432105868
1.14251927705482,2.88559084502776
9.7755213920027,5.46380198952375
6.20469501707703,5.44762385292437
9.27427265560254,7.79404408049116
2.02236712910235,3.10683524712177
2.15529181761667,2.41736259470655
9.21925222733989,6.64569995705114
7.22115550888702,6.00650918430801
7.61701388284564,7.03790163878912
2.85277450690046,3.69054336997422
3.43658880796283,4.07337445757445
3.4139341651462,4.40639692268636
7.87959796842188,5.03289354857487
3.64499991061166,3.42244651579509
6.65122555103153,5.31648641682867
3.72811760054901,4.08748066746814
1.21020869351923,3.00077021476297
8.30846520140767,4.98934594674026
4.18317282339558,3.45580595000095
0.820313354488462,2.58286603144074
1.76027595764026,2.73383329520545
1.80961137171835,2.8248945231119
6.73427552683279,6.0390576085457
6.06995479902253,4.41396092204449
2.5952630629763,2.94317902696089
5.90362953487784,4.69858638247538
4.08493215683848,3.76302022550419
8.66428900277242,5.37100666691277
1.08160905074328,2.77048608521846
3.21889936458319,3.32907229684737
1.68287327513099,2.86552797107594
0.515799163840711,2.28220366997291
5.53281432949007,3.03789714839615
1.4192115701735,2.81794939970603
1.58884574659169,3.30246593145467
7.78809013543651,5.87662219777279
